File_id,Time,Energy,zcr,intensity,F1_frequency,F1_bandwidth,F2_frequency,F2_bandwidth,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,VAD
201703211831,40.08,0.0003439733585692011,50,0.012868976600981144,693.735396854883,478.61440947100306,3681.6107731055786,1671.0082996239516,1204.5889743284072,234.12557031372347,17.87708770041134,-42.665291942714816,-34.134639258051315,-14.91188071702879,-31.027709887692758,-71.32573570814421,-5.5203474105935655,-74.38937382798042,52.75416915994289,2.8054111571452154,-21.301539697239505,speech
201703211831,40.14,0.0006123762835632078,50,0.015597695880152126,1720.3272622106938,1027.780260159131,0,0,1125.9337810746229,260.3056905256831,-34.36953054990681,-5.492373596406374,3.9169811873341907,-28.242291125902298,-65.6395266353488,-54.01296163779358,-27.396132054503035,-44.259952867386815,16.9663333337964,4.182122381312595,1.0000266706026686,speech
201703211831,40.2,0.0005709032246377319,45,0.02323832242654506,1979.6408494197008,298.4383688723846,0,0,1236.641917065676,222.52356684857375,-68.94982347740944,46.48246235661876,8.196330162672016,-103.37535445616066,-80.16076168488496,-51.33758472030522,27.502948448066633,-71.08871924957664,15.968635065881765,-15.912922712793296,25.49663896706941,speech
201703211831,40.26,0.0008777209791587666,54,0.02323832242654506,785.2112604895896,1007.5657087503986,2358.7964363135106,306.278028238099,1221.2348253073199,231.28876593534883,-71.09312065241767,-11.609927402148088,20.741959192704094,-85.50755038192386,-22.656348807061583,-31.33946200208878,-52.517550782235496,16.610623838086077,23.92270229545553,-9.740294443238165,-28.872052185803252,speech
201703211831,40.32,0.00036949192080646754,55,0.01878158880736452,863.9190153634858,301.65290225513314,2285.365581024215,484.893027555404,1169.7454059962986,312.1618374097761,-69.14243298331459,-51.70576869352061,-0.5514864877048744,-54.48460936140728,-32.20663701547831,16.883496735395468,-57.84887227522185,-51.93291006347867,57.78572787075702,-13.159566646102427,-27.181974899965695,speech
201703211831,40.38,0.00048871371045243,68,0.019960840539687847,1125.979350686914,587.9827855108764,4344.6364678861255,2961.8850433650327,987.6683006251574,165.59952079014792,30.07276095275451,-38.98779944467019,12.029431599195494,-10.358346549791488,-0.16396936637340787,-30.946317699553813,-31.78559583821074,-23.537889116291858,49.57704264435084,-29.51357711125071,-14.030903581231339,speech
201703211831,40.44,6.356049497844652e-05,145,0.0221746773099058,1014.1919764775506,363.01536857301085,3116.238277225827,2673.760726196534,1278.0770423299998,232.40250273958924,-51.89804433290495,-53.510151965353735,-47.550672418932066,-12.747952728769356,-14.609563109202437,-0.8255602169945817,-35.81674346948584,-34.263967314430396,41.58062539157615,-9.699195923773686,-27.531568364497055,speech
201703211831,40.5,0.000393239303084556,84,0.0221746773099058,1954.0007578517595,1607.6493823196072,0,0,890.2246901483217,149.78069940723546,-6.756909078372676,0.11462449386868556,3.5003139221379485,-14.404104371047586,-7.681659415700921,2.2976080506272147,-18.482112738582234,-26.81738571049387,-18.793508193296237,-12.486797995178506,-15.98740073949211,speech
201703211831,40.56,1.6638442641124128e-05,61,0.013663341208337147,911.039985667966,575.7539707252294,2489.3805418500533,791.8894813091861,1168.9112284671444,280.003018106027,-88.55750376780708,1.5036932162599115,-42.56032525776756,-37.587838317497244,-3.403937826716902,-25.04360783995375,-36.99067112720597,-33.471231990804334,38.480902898037115,-11.375385633915155,-35.56287640421378,speech
201703211831,40.62,0.00031455163174541666,55,0.011676086655700189,2126.1270649038647,664.4626644640948,0,0,1170.0356088526328,230.8090579206626,-54.71630502020864,28.553164838709073,-9.046266034841679,-48.96760944652848,-75.56792416275637,-20.87560647735546,7.04197818315042,-49.19069067777199,5.196591525297217,-23.467243143127813,-27.62425174144736,speech
201703211831,40.68,0.0003769476502784528,47,0.011676086655700189,1803.90507826933,637.7199073807742,0,0,1287.6580536307913,116.58852563064801,12.505315930124688,-10.212871992351069,42.09384343788446,-49.051409037817436,-90.13036885846384,-15.50349803455098,1.439578381326335,-31.70165939924398,-5.055160365726316,-17.78844818518675,-2.6107499029664893,speech
201703211831,40.74,0.00026263997703790664,255,0.007251286006634808,2097.1343785075055,2672.698880977068,4433.853001596304,622.4699451540972,791.7238682896202,-75.38550779867974,57.54449049120859,-40.329962447868354,-3.020246881813712,-20.1765863153632,-59.42149350851559,-17.159354898669562,15.687073340062607,-12.22642410717712,4.5217886530305655,-2.519004339164873,-8.26938535504027,speech
